street_number,route,locality-political,administrative_area_level_2-political,administrative_area_level_1-political,country-political,postal_code,address,longitude,latitude,neighborhood-political,postal_code_suffix,establishment-point_of_interest-transit_station,establishment-park-point_of_interest,premise,establishment-point_of_interest-subway_station-transit_station,airport-establishment-finance-moving_company-point_of_interest-storage,subpremise,bus_station-establishment-point_of_interest-transit_station,establishment-park-point_of_interest-tourist_attraction,establishment-natural_feature,airport-establishment-point_of_interest,political-sublocality-sublocality_level_1,administrative_area_level_3-political,post_box,establishment-light_rail_station-point_of_interest-transit_station,establishment-point_of_interest,aquarium-establishment-park-point_of_interest-tourist_attraction-zoo,campground-establishment-lodging-park-point_of_interest-rv_park-tourist_attraction,cemetery-establishment-park-point_of_interest
2344,Ward Street,Berkeley,Alameda County,California,United States,94705,"2344 Ward St, Berkeley, CA 94705, USA",-122.26,37.86,South Berkeley,1111,,,,,,,,,,,,,,,,,,
2805,Kelsey Street,Berkeley,Alameda County,California,United States,94705,"2805 Kelsey St, Berkeley, CA 94705, USA",-122.25,37.86,Claremont,2301,,,,,,,,,,,,,,,,,,
36,Slater Lane,Berkeley,Alameda County,California,United States,94705,"36 Slater Ln, Berkeley, CA 94705, USA",-122.24,37.86,Claremont Hills,1443,,,,,,,,,,,,,,,,,,
5885,Peladeau Street,Emeryville,Alameda County,California,United States,94608,"5885 Peladeau St, Emeryville, CA 94608, USA",-122.29,37.84,,,,,,,,,,,,,,,,,,,,
1890,Powell Street,Emeryville,Alameda County,California,United States,94608,"1890 Powell St, Emeryville, CA 94608, USA",-122.3,37.84,,1808,,,,,,,,,,,,,,,,,,
280,Scenic Avenue,Piedmont,Alameda County,California,United States,94611,"280 Scenic Ave, Piedmont, CA 94611, USA",-122.23,37.83,,3417,,,,,,,,,,,,,,,,,,
5,Glen Alpine Road,Piedmont,Alameda County,California,United States,94611,"5 Glen Alpine Rd, Piedmont, CA 94611, USA",-122.22,37.82,,3520,,,,,,,,,,,,,,,,,,
155,Requa Road,Piedmont,Alameda County,California,United States,94611,"155 Requa Rd, Piedmont, CA 94611, USA",-122.23,37.82,,4037,,,,,,,,,,,,,,,,,,
1536,High Street,Alameda,Alameda County,California,United States,94501,"1536 High St, Alameda, CA 94501, USA",-122.23,37.76,,1716,,,,,,,,,,,,,,,,,,
1912,Oak Street,Alameda,Alameda County,California,United States,94501,"1912 Oak St, Alameda, CA 94501, USA",-122.24,37.77,,1480,,,,,,,,,,,,,,,,,,
2034,Lincoln Avenue,Alameda,Alameda County,California,United States,94501,"2034 Lincoln Ave, Alameda, CA 94501, USA",-122.25,37.77,,,,,,,,,,,,,,,,,,,,
1527,Buena Vista Avenue,Alameda,Alameda County,California,United States,94501,"1527 Buena Vista Ave, Alameda, CA 94501, USA",-122.26,37.78,,,,,,,,,,,,,,,,,,,,
860,Atlantic Avenue,Alameda,Alameda County,California,United States,94501,"860 Atlantic Ave, Alameda, CA 94501, USA",-122.27,37.78,West Alameda,,,,,,,,,,,,,,,,,,,
2797,5th Street,Alameda,Alameda County,California,United States,94501,"2797 5th St, Alameda, CA 94501, USA",-122.28,37.79,,,,,,,,,,,,,,,,,,,,
707,West Hornet Avenue,Alameda,Alameda County,California,United States,94501,"707 W Hornet Ave, Alameda, CA 94501, USA",-122.3,37.77,,,,,,,,,,,,,,,,,,,,
1991,Gresham Drive,Alameda,Alameda County,California,United States,94501,"1991 Gresham Dr, Alameda, CA 94501, USA",-122.28,37.78,West Alameda,6452,,,,,,,,,,,,,,,,,,
2000,Glenview Street,Alameda,Alameda County,California,United States,94501,"2000 Glenview St, Alameda, CA 94501, USA",-122.29,37.78,,,,,,,,,,,,,,,,,,,,
568,Queen's Road,Alameda,Alameda County,California,United States,94501,"568 Queen's Rd, Alameda, CA 94501, USA",-122.28,37.77,West Alameda,3735,,,,,,,,,,,,,,,,,,
1232,Ballena Boulevard,Alameda,Alameda County,California,United States,94501,"1232 Ballena Blvd, Alameda, CA 94501, USA",-122.29,37.76,West Alameda,,,,,,,,,,,,,,,,,,,
1211,Paru Street,Alameda,Alameda County,California,United States,94501,"1211 Paru St, Alameda, CA 94501, USA",-122.26,37.77,West Alameda,4065,,,,,,,,,,,,,,,,,,
910,Centennial Avenue,Alameda,Alameda County,California,United States,94501,"910 Centennial Ave, Alameda, CA 94501, USA",-122.27,37.77,West Alameda,,,,,,,,,,,,,,,,,,,
2622,Encinal Avenue,Alameda,Alameda County,California,United States,94501,"2622 Encinal Ave, Alameda, CA 94501, USA",-122.24,37.76,,4649,,,,,,,,,,,,,,,,,,
3325,Washington Court,Alameda,Alameda County,California,United States,94501,"3325 Washington Ct, Alameda, CA 94501, USA",-122.23,37.75,,5575,,,,,,,,,,,,,,,,,,
3214,Ravens Cove Lane,Alameda,Alameda County,California,United States,94501,"3214 Ravens Cove Ln, Alameda, CA 94501, USA",-122.24,37.75,,5535,,,,,,,,,,,,,,,,,,
3411,Catalina Avenue,Alameda,Alameda County,California,United States,94502,"3411 Catalina Ave, Alameda, CA 94502, USA",-122.24,37.73,,7032,,,,,,,,,,,,,,,,,,
901,Lagoon Way,Alameda,Alameda County,California,United States,94501,"901 Lagoon Way, Alameda, CA 94501, USA",-122.25,37.74,,,,,,,,,,,,,,,,,,,,
1660,South Loop Road,Alameda,Alameda County,California,United States,94502,"1660 S Loop Rd, Alameda, CA 94502, USA",-122.24,37.72,,7091,,,,,,,,,,,,,,,,,,
217,Harbor Bay Parkway,Alameda,Alameda County,California,United States,94502,"217 Harbor Bay Pkwy, Alameda, CA 94502, USA",-122.27,37.73,,,,,,,,,,,,,,,,,,,,
885,Cedar Street,Alameda,Alameda County,California,United States,94501,"885 Cedar St, Alameda, CA 94501, USA",-122.25,37.76,,,,,,,,,,,,,,,,,,,,
,,Alameda,Alameda County,California,United States,,"Alameda, CA, USA",-122.27,37.74,,,,,,,,,,,,,,,,,,,,
903,Shore Line Drive,Alameda,Alameda County,California,United States,94501,"903 Shore Line Dr, Alameda, CA 94501, USA",-122.28,37.75,West Alameda,,,,,,,,,,,,,,,,,,,
12350,Cull Canyon Road,Castro Valley,Alameda County,California,United States,94552,"12350 Cull Canyon Rd, Castro Valley, CA 94552, USA",-122.06,37.77,,9529,,,,,,,,,,,,,,,,,,
16864,Columbia Drive,Castro Valley,Alameda County,California,United States,94552,"16864 Columbia Dr, Castro Valley, CA 94552, USA",-122.06,37.73,,1614,,,,,,,,,,,,,,,,,,
5256,Katrina Court,Castro Valley,Alameda County,California,United States,94546,"5256 Katrina Ct, Castro Valley, CA 94546, USA",-122.06,37.71,,2540,,,,,,,,,,,,,,,,,,
18425,Pepper Street,Castro Valley,Alameda County,California,United States,94546,"18425 Pepper St, Castro Valley, CA 94546, USA",-122.07,37.71,,2320,,,,,,,,,,,,,,,,,,
5276,Camino Alta Mira,Castro Valley,Alameda County,California,United States,94546,"5276 Camino Alta Mira, Castro Valley, CA 94546, USA",-122.07,37.72,,1526,,,,,,,,,,,,,,,,,,
17760,Sweetbriar Place,Castro Valley,Alameda County,California,United States,94546,"17760 Sweetbriar Pl, Castro Valley, CA 94546, USA",-122.08,37.72,,1357,,,,,,,,,,,,,,,,,,
4183,Seven Hills Road,Castro Valley,Alameda County,California,United States,94546,"4183 Seven Hills Rd, Castro Valley, CA 94546, USA",-122.08,37.71,,,,,,,,,,,,,,,,,,,,
3629,Seven Hills Road,Castro Valley,Alameda County,California,United States,94546,"3629 Seven Hills Rd, Castro Valley, CA 94546, USA",-122.09,37.71,,2047,,,,,,,,,,,,,,,,,,
17922,Lake Chabot Road,Castro Valley,Alameda County,California,United States,94546,"17922 Lake Chabot Rd, Castro Valley, CA 94546, USA",-122.1,37.72,,,,,,,,,,,,,,,,,,,,
15942,Cambrian Drive,San Leandro,Alameda County,California,United States,94578,"15942 Cambrian Dr, San Leandro, CA 94578, USA",-122.11,37.71,,1103,,,,,,,,,,,,,,,,,,
16630,Rolando Avenue,San Leandro,Alameda County,California,United States,94578,"16630 Rolando Ave, San Leandro, CA 94578, USA",-122.1,37.7,,1257,,,,,,,,,,,,,,,,,,
,Interstate 238,Hayward,Alameda County,California,United States,94541,"I-238, Hayward, CA 94541, USA",-122.1,37.69,,,,,,,,,,,,,,,,,,,,
19786,Sprague Court,Castro Valley,Alameda County,California,United States,94546,"19786 Sprague Ct, Castro Valley, CA 94546, USA",-122.09,37.7,,4019,,,,,,,,,,,,,,,,,,
2883,Eugene Terrace,Castro Valley,Alameda County,California,United States,94546,"2883 Eugene Terrace, Castro Valley, CA 94546, USA",-122.1,37.71,,1947,,,,,,,,,,,,,,,,,,
3444,Samson Way,Castro Valley,Alameda County,California,United States,94546,"3444 Samson Way, Castro Valley, CA 94546, USA",-122.08,37.7,,4208,,,,,,,,,,,,,,,,,,
19949,Forest Avenue,Castro Valley,Alameda County,California,United States,94546,"19949 Forest Ave, Castro Valley, CA 94546, USA",-122.07,37.7,,4516,,,,,,,,,,,,,,,,,,
4434,Paradise Knolls,Castro Valley,Alameda County,California,United States,94546,"4434 Paradise Knolls, Castro Valley, CA 94546, USA",-122.06,37.7,,4722,,,,,,,,,,,,,,,,,,
21988,Idena Avenue,Castro Valley,Alameda County,California,United States,94546,"21988 Idena Ave, Castro Valley, CA 94546, USA",-122.07,37.69,,6407,,,,,,,,,,,,,,,,,,
21233,Orange Avenue,Castro Valley,Alameda County,California,United States,94546,"21233 Orange Ave, Castro Valley, CA 94546, USA",-122.08,37.69,,6333,,,,,,,,,,,,,,,,,,
22325,North 3rd Street,Hayward,Alameda County,California,United States,94541,"22325 N 3rd St, Hayward, CA 94541, USA",-122.08,37.68,,,,,,,,,,,,,,,,,,,,
21062,Gary Drive,Hayward,Alameda County,California,United States,94546,"21062 Gary Dr, Hayward, CA 94546, USA",-122.09,37.69,North Hayward,,,,,,,,,,,,,,,,,,,
,Covington Drive,Oakland,Alameda County,California,United States,94605,"Covington Dr, Oakland, CA 94605, USA",-122.14,37.74,Chabot Park,,,,,,,,,,,,,,,,,,,
985,Bridge Road,San Leandro,Alameda County,California,United States,94577,"985 Bridge Rd, San Leandro, CA 94577, USA",-122.14,37.73,Estudillo Estates - Glen,3805,,,,,,,,,,,,,,,,,,
695,California 185,San Leandro,Alameda County,California,United States,94577,"695 CA-185, San Leandro, CA 94577, USA",-122.16,37.73,Farrelly Pond District,2819,,,,,,,,,,,,,,,,,,
552,Pala Avenue,San Leandro,Alameda County,California,United States,94577,"552 Pala Ave, San Leandro, CA 94577, USA",-122.15,37.73,Estudillo Estates - Glen,2961,,,,,,,,,,,,,,,,,,
1042,Warden Avenue,San Leandro,Alameda County,California,United States,94577,"1042 Warden Ave, San Leandro, CA 94577, USA",-122.18,37.72,Davis Tract,1246,,,,,,,,,,,,,,,,,,
2048,Williams Street,San Leandro,Alameda County,California,United States,94577,"2048 Williams St, San Leandro, CA 94577, USA",-122.18,37.71,Davis Tract,2306,,,,,,,,,,,,,,,,,,
1750,Abram Court,San Leandro,Alameda County,California,United States,94577,"1750 Abram Ct, San Leandro, CA 94577, USA",-122.17,37.71,Mulford Gardens,3250,,,,,,,,,,,,,,,,,,
2341,West Avenue 136th,San Leandro,Alameda County,California,United States,94577,"2341 W Ave 136th, San Leandro, CA 94577, USA",-122.18,37.7,Mulford Gardens,4152,,,,,,,,,,,,,,,,,,
2451,Polvorosa Avenue,San Leandro,Alameda County,California,United States,94577,"2451 Polvorosa Ave, San Leandro, CA 94577, USA",-122.19,37.71,Davis Tract,2237,,,,,,,,,,,,,,,,,,
1325,Pierce Avenue,San Leandro,Alameda County,California,United States,94577,"1325 Pierce Ave, San Leandro, CA 94577, USA",-122.17,37.72,Davis Tract,2457,,,,,,,,,,,,,,,,,,
600,Parrott Street,San Leandro,Alameda County,California,United States,94577,"600 Parrott St, San Leandro, CA 94577, USA",-122.16,37.72,Davis Tract,,,,,,,,,,,,,,,,,,,
2482,Teagarden Street,San Leandro,Alameda County,California,United States,94577,"2482 Teagarden St, San Leandro, CA 94577, USA",-122.16,37.71,Floresta Gardens - Bradrick,4336,,,,,,,,,,,,,,,,,,
1939,East 14th Street,San Leandro,Alameda County,California,United States,94577,"1939 E 14th St, San Leandro, CA 94577, USA",-122.15,37.72,Old San Leandro,5022,,,,,,,,,,,,,,,,,,
2000,Lake Chabot Road,San Leandro,Alameda County,California,United States,94577,"2000 Lake Chabot Rd, San Leandro, CA 94577, USA",-122.13,37.73,Bay-O-Vista,5367,,,,,,,,,,,,,,,,,,
2542,Humboldt Drive,San Leandro,Alameda County,California,United States,94577,"2542 Humboldt Dr, San Leandro, CA 94577, USA",-122.13,37.72,Bay-O-Vista,6823,,,,,,,,,,,,,,,,,,
2035,Fairmont Drive,San Leandro,Alameda County,California,United States,94578,"2035 Fairmont Dr, San Leandro, CA 94578, USA",-122.12,37.71,,1088,,,,,,,,,,,,,,,,,,
787,Fulton Avenue,San Leandro,Alameda County,California,United States,94577,"787 Fulton Ave, San Leandro, CA 94577, USA",-122.14,37.72,Assumption Parish,6205,,,,,,,,,,,,,,,,,,
14847,Lark Street,San Leandro,Alameda County,California,United States,94578,"14847 Lark St, San Leandro, CA 94578, USA",-122.13,37.71,Upper Bal,1843,,,,,,,,,,,,,,,,,,
610,Aladdin Avenue,San Leandro,Alameda County,California,United States,94577,"610 Aladdin Ave, San Leandro, CA 94577, USA",-122.15,37.71,Floresta Gardens - Bradrick,,,,,,,,,,,,,,,,,,,
14290,Rose Drive,San Leandro,Alameda County,California,United States,94578,"14290 Rose Dr, San Leandro, CA 94578, USA",-122.14,37.71,Lower Bal,3354,,,,,,,,,,,,,,,,,,
15135,Hesperian Boulevard,San Leandro,Alameda County,California,United States,94578,"15135 Hesperian Blvd, San Leandro, CA 94578, USA",-122.13,37.7,Lower Bal,3607,,,,,,,,,,,,,,,,,,
990,Arguello Drive,San Leandro,Alameda County,California,United States,94578,"990 Arguello Dr, San Leandro, CA 94578, USA",-122.15,37.7,Floresta Gardens - Bradrick,4054,,,,,,,,,,,,,,,,,,
14610,Washington Avenue,San Leandro,Alameda County,California,United States,94578,"14610 Washington Ave, San Leandro, CA 94578, USA",-122.14,37.7,Floresta Gardens - Bradrick,4218,,,,,,,,,,,,,,,,,,
190,College Street,San Lorenzo,Alameda County,California,United States,94580,"190 College St, San Lorenzo, CA 94580, USA",-122.13,37.69,,1658,,,,,,,,,,,,,,,,,,
14470,Birch Street,San Leandro,Alameda County,California,United States,94579,"14470 Birch St, San Leandro, CA 94579, USA",-122.16,37.7,Washington Manor - Bonaire,1008,,,,,,,,,,,,,,,,,,
589,Beatrice Street,San Leandro,Alameda County,California,United States,94579,"589 Beatrice St, San Leandro, CA 94579, USA",-122.14,37.69,Washington Manor - Bonaire,1733,,,,,,,,,,,,,,,,,,
15058,Edgemoor Street,San Leandro,Alameda County,California,United States,94579,"15058 Edgemoor St, San Leandro, CA 94579, USA",-122.15,37.69,Washington Manor - Bonaire,1628,,,,,,,,,,,,,,,,,,
15042,Milford Street,San Leandro,Alameda County,California,United States,94579,"15042 Milford St, San Leandro, CA 94579, USA",-122.16,37.69,Washington Manor - Bonaire,1513,,,,,,,,,,,,,,,,,,
2041,West Avenue 140th,San Leandro,Alameda County,California,United States,94577,"2041 W Ave 140th, San Leandro, CA 94577, USA",-122.17,37.7,Marina Faire,,,,,,,,,,,,,,,,,,,
154,Warbler Court,San Leandro,Alameda County,California,United States,94579,"154 Warbler Ct, San Leandro, CA 94579, USA",-122.16,37.68,Heron Bay,2751,,,,,,,,,,,,,,,,,,
2136,Farallon Drive,San Leandro,Alameda County,California,United States,94577,"2136 Farallon Dr, San Leandro, CA 94577, USA",-122.17,37.69,Marina Faire,,,,,,,,,,,,,,,,,,,
,Bay Trail,San Leandro,Alameda County,California,United States,94579,"Bay Trail, San Leandro, CA 94579, USA",-122.18,37.68,Heron Bay,,,,,,,,,,,,,,,,,,,
15458,Farnsworth Street,San Leandro,Alameda County,California,United States,94579,"15458 Farnsworth St, San Leandro, CA 94579, USA",-122.15,37.68,Washington Manor - Bonaire,2310,,,,,,,,,,,,,,,,,,
15701,Lorenzo Avenue,San Lorenzo,Alameda County,California,United States,94580,"15701 Lorenzo Ave, San Lorenzo, CA 94580, USA",-122.14,37.68,,1407,,,,,,,,,,,,,,,,,,
511,Crespi Place,San Lorenzo,Alameda County,California,United States,94580,"511 Crespi Pl, San Lorenzo, CA 94580, USA",-122.12,37.69,,1836,,,,,,,,,,,,,,,,,,
15950,East 14th Street,San Leandro,Alameda County,California,United States,94578,"15950 E 14th St, San Leandro, CA 94578, USA",-122.12,37.7,,3031,,,,,,,,,,,,,,,,,,
1734,163rd Avenue,San Leandro,Alameda County,California,United States,94578,"1734 163rd Ave, San Leandro, CA 94578, USA",-122.11,37.7,,2254,,,,,,,,,,,,,,,,,,
16803,Clinton Avenue,San Leandro,Alameda County,California,United States,94578,"16803 Clinton Ave, San Leandro, CA 94578, USA",-122.11,37.69,,2413,,,,,,,,,,,,,,,,,,
25318,Gold Ridge Drive,Castro Valley,Alameda County,California,United States,94552,"25318 Gold Ridge Dr, Castro Valley, CA 94552, USA",-122.03,37.69,,5455,,,,,,,,,,,,,,,,,,
33803,Palomares Road,Castro Valley,Alameda County,California,United States,94552,"33803 Palomares Rd, Castro Valley, CA 94552, USA",-121.97,37.64,,9616,,,,,,,,,,,,,,,,,,
,Meyers Ranch Trail,Hayward,Alameda County,California,United States,94544,"Meyers Ranch Trail, Hayward, CA 94544, USA",-122.02,37.63,,,,,,,,,,,,,,,,,,,,
29831,Clearbrook Circle,Hayward,Alameda County,California,United States,94544,"29831 Clearbrook Cir, Hayward, CA 94544, USA",-122.04,37.63,Mission - Garin,,,,,,,,,,,,,,,,,,,
29536,Dixon Street,Hayward,Alameda County,California,United States,94544,"29536 Dixon St, Hayward, CA 94544, USA",-122.05,37.63,Mission - Garin,,,,,,,,,,,,,,,,,,,
27044,Halifax Place,Hayward,Alameda County,California,United States,94542,"27044 Halifax Pl, Hayward, CA 94542, USA",-122.04,37.66,Hayward Highland,1700,,,,,,,,,,,,,,,,,,
2757,Gamble Court,Hayward,Alameda County,California,United States,94542,"2757 Gamble Ct, Hayward, CA 94542, USA",-122.04,37.65,Hayward Highland,2401,,,,,,,,,,,,,,,,,,
23830,Maud Avenue,Hayward,Alameda County,California,United States,94541,"23830 Maud Ave, Hayward, CA 94541, USA",-122.05,37.68,,4526,,,,,,,,,,,,,,,,,,
1711,B Street,Hayward,Alameda County,California,United States,94541,"1711 B St, Hayward, CA 94541, USA",-122.07,37.68,Upper B Street,3101,,,,,,,,,,,,,,,,,,
2207,Dexter Court,Hayward,Alameda County,California,United States,94541,"2207 Dexter Ct, Hayward, CA 94541, USA",-122.06,37.68,,4455,,,,,,,,,,,,,,,,,,
22874,Main Street,Hayward,Alameda County,California,United States,94541,"22874 Main St, Hayward, CA 94541, USA",-122.08,37.67,,6608,,,,,,,,,,,,,,,,,,
570,B Street,Hayward,Alameda County,California,United States,94541,"570 B St, Hayward, CA 94541, USA",-122.09,37.67,Burbank,,,,,,,,,,,,,,,,,,,
21860,Main Street,Hayward,Alameda County,California,United States,94541,"21860 Main St, Hayward, CA 94541, USA",-122.09,37.68,North Hayward,2614,,,,,,,,,,,,,,,,,,
774,Blossom Way,Hayward,Alameda County,California,United States,94541,"774 Blossom Way, Hayward, CA 94541, USA",-122.1,37.68,North Hayward,2002,,,,,,,,,,,,,,,,,,
187,Medford Avenue,Hayward,Alameda County,California,United States,94541,"187 Medford Ave, Hayward, CA 94541, USA",-122.11,37.68,,1748,,,,,,,,,,,,,,,,,,
207,Laurel Avenue,Hayward,Alameda County,California,United States,94541,"207 Laurel Ave, Hayward, CA 94541, USA",-122.1,37.67,,3822,,,,,,,,,,,,,,,,,,
139,Vía Bolsa,San Lorenzo,Alameda County,California,United States,94580,"139 Vía Bolsa, San Lorenzo, CA 94580, USA",-122.12,37.68,,3311,,,,,,,,,,,,,,,,,,
410,West Sunset Boulevard,Hayward,Alameda County,California,United States,94541,"410 W Sunset Blvd, Hayward, CA 94541, USA",-122.11,37.67,Hayward Acres,4716,,,,,,,,,,,,,,,,,,
15894,Via Del Sol,San Lorenzo,Alameda County,California,United States,94580,"15894 Via Del Sol, San Lorenzo, CA 94580, USA",-122.13,37.68,,2434,,,,,,,,,,,,,,,,,,
1657,Keller Avenue,San Lorenzo,Alameda County,California,United States,94580,"1657 Keller Ave, San Lorenzo, CA 94580, USA",-122.14,37.67,,2120,,,,,,,,,,,,,,,,,,
16067,Vía Harriet,San Lorenzo,Alameda County,California,United States,94580,"16067 Vía Harriet, San Lorenzo, CA 94580, USA",-122.15,37.67,,1919,,,,,,,,,,,,,,,,,,
1025,Via Honda,San Lorenzo,Alameda County,California,United States,94580,"1025 Via Honda, San Lorenzo, CA 94580, USA",-122.13,37.67,,2817,,,,,,,,,,,,,,,,,,
18890,Hesperian Boulevard,Hayward,Alameda County,California,United States,94541,"18890 Hesperian Blvd, Hayward, CA 94541, USA",-122.12,37.67,,,,,,,,,,,,,,,,,,,,
119,West Winton Avenue,Hayward,Alameda County,California,United States,94544,"119 W Winton Ave, Hayward, CA 94544, USA",-122.09,37.66,Burbank,1210,,,,,,,,,,,,,,,,,,
1984,Nina Court,Hayward,Alameda County,California,United States,94541,"1984 Nina Ct, Hayward, CA 94541, USA",-122.06,37.67,,6921,,,,,,,,,,,,,,,,,,
24336,2nd Street,Hayward,Alameda County,California,United States,94541,"24336 2nd St, Hayward, CA 94541, USA",-122.07,37.67,,6736,,,,,,,,,,,,,,,,,,
3559,Star Ridge Road,Hayward,Alameda County,California,United States,94542,"3559 Star Ridge Rd, Hayward, CA 94542, USA",-122.04,37.67,,1313,,,,,,,,,,,,,,,,,,
944,Central Boulevard,Hayward,Alameda County,California,United States,94542,"944 Central Blvd, Hayward, CA 94542, USA",-122.07,37.66,Mission/Foothills,1819,,,,,,,,,,,,,,,,,,
24662,Joyce Street,Hayward,Alameda County,California,United States,94544,"24662 Joyce St, Hayward, CA 94544, USA",-122.08,37.66,Jackson Triangle,2016,,,,,,,,,,,,,,,,,,
26023,Whitman Street,Hayward,Alameda County,California,United States,94544,"26023 Whitman St, Hayward, CA 94544, USA",-122.07,37.65,Whitman - Wocine,3503,,,,,,,,,,,,,,,,,,
106,Lund Avenue,Hayward,Alameda County,California,United States,94544,"106 Lund Ave, Hayward, CA 94544, USA",-122.08,37.65,Jackson Triangle,2839,,,,,,,,,,,,,,,,,,
23742,Ida Lane,Hayward,Alameda County,California,United States,94541,"23742 Ida Ln, Hayward, CA 94541, USA",-122.1,37.66,Santa Clara,7542,,,,,,,,,,,,,,,,,,
25100,Santa Clara Street,Hayward,Alameda County,California,United States,94544,"25100 Santa Clara St, Hayward, CA 94544, USA",-122.09,37.65,Jackson Triangle,2108,,,,,,,,,,,,,,,,,,
22699,Blackwood Avenue,Hayward,Alameda County,California,United States,94541,"22699 Blackwood Ave, Hayward, CA 94541, USA",-122.11,37.66,Longwood - Winton Grove,6122,,,,,,,,,,,,,,,,,,
